fan_id,segment,offer_response_probability
F01366,Digital Browsers,0.077
F01359,Dormant / At-Risk,0.077
F01412,Dormant / At-Risk,0.077
F01416,Dormant / At-Risk,0.077
F01407,Digital Browsers,0.077
F03452,Dormant / At-Risk,0.077
F03444,Dormant / At-Risk,0.077
F01328,Dormant / At-Risk,0.077
F01331,Digital Browsers,0.077
F01426,Digital Browsers,0.077
F01389,Digital Browsers,0.077
F04569,Dormant / At-Risk,0.077
F03929,Digital Browsers,0.077
F04318,Digital Browsers,0.077
F04305,Digital Browsers,0.077
F01541,Digital Browsers,0.077
F03057,Dormant / At-Risk,0.077
F01965,Digital Browsers,0.077
F01981,Digital Browsers,0.077
F03105,Dormant / At-Risk,0.077
F02076,Casual Followers,0.077
F05124,Dormant / At-Risk,0.077
F05125,Dormant / At-Risk,0.077
F02045,Casual Followers,0.077
F00295,Digital Browsers,0.077
F04098,Digital Browsers,0.077
F05056,Casual Followers,0.077
F04706,Dormant / At-Risk,0.077
F03569,Digital Browsers,0.077
F03608,Digital Browsers,0.077
F01220,Dormant / At-Risk,0.077
F03563,Digital Browsers,0.077
F03536,Digital Browsers,0.077
F01206,Digital Browsers,0.077
F01202,Dormant / At-Risk,0.077
F01256,Digital Browsers,0.077
F01245,Digital Browsers,0.077
F03512,Casual Followers,0.077
F03513,Casual Followers,0.077
F03501,Digital Browsers,0.077
F01272,Dormant / At-Risk,0.077
F03486,Digital Browsers,0.077
F05438,Dormant / At-Risk,0.077
F00616,Digital Browsers,0.077
F01305,Casual Followers,0.077
F04545,Digital Browsers,0.077
F03005,Digital Browsers,0.077
F03009,Digital Browsers,0.077
F05022,Dormant / At-Risk,0.077
F02987,Dormant / At-Risk,0.077
F02973,Dormant / At-Risk,0.077
F02977,Dormant / At-Risk,0.077
F02256,Digital Browsers,0.077
F04974,Casual Followers,0.077
F04742,Digital Browsers,0.077
F04718,Dormant / At-Risk,0.077
F04721,Casual Followers,0.077
F02379,Digital Browsers,0.077
F02365,Digital Browsers,0.077
F02305,Dormant / At-Risk,0.077
F02295,Dormant / At-Risk,0.077
F02338,Digital Browsers,0.077
F00929,Digital Browsers,0.077
F00920,Casual Followers,0.077
F00969,Digital Browsers,0.077
F03716,Dormant / At-Risk,0.077
F01012,Digital Browsers,0.077
F01004,Digital Browsers,0.077
F00973,Digital Browsers,0.077
F04442,Digital Browsers,0.077
F00637,Digital Browsers,0.077
F00638,Casual Followers,0.077
F00630,Casual Followers,0.077
F03855,Dormant / At-Risk,0.077
F04333,Digital Browsers,0.077
F05540,Dormant / At-Risk,0.077
F05533,Digital Browsers,0.077
F03656,Dormant / At-Risk,0.077
F05619,Digital Browsers,0.077
F00833,Digital Browsers,0.077
F04418,Digital Browsers,0.077
F00784,Digital Browsers,0.077
F00709,Dormant / At-Risk,0.077
F03826,Dormant / At-Risk,0.077
F05607,Digital Browsers,0.077
F05590,Digital Browsers,0.077
F03713,Digital Browsers,0.077
F05572,Digital Browsers,0.077
F05577,Dormant / At-Risk,0.077
F02384,Dormant / At-Risk,0.077
F02355,Digital Browsers,0.077
F04949,Dormant / At-Risk,0.077
F02864,Digital Browsers,0.077
F04759,Dormant / At-Risk,0.077
F04749,Dormant / At-Risk,0.077
F00218,Dormant / At-Risk,0.077
F00208,Dormant / At-Risk,0.077
F00149,Dormant / At-Risk,0.077
F04120,Digital Browsers,0.077
F02887,Casual Followers,0.077
F02872,Dormant / At-Risk,0.077
F02391,Dormant / At-Risk,0.077
F02824,Digital Browsers,0.077
F02670,Digital Browsers,0.077
F05963,Digital Browsers,0.076
F05951,Digital Browsers,0.076
F04993,Digital Browsers,0.076
F00155,Casual Followers,0.076
F00007,Casual Followers,0.076
F00113,Digital Browsers,0.076
F03425,Dormant / At-Risk,0.076
F01505,Dormant / At-Risk,0.076
F01506,Digital Browsers,0.076
F02388,Digital Browsers,0.076
F01459,Digital Browsers,0.076
F00730,Dormant / At-Risk,0.076
F04610,Casual Followers,0.076
F03378,Casual Followers,0.076
F04570,Digital Browsers,0.076
F04580,Casual Followers,0.076
F03412,Digital Browsers,0.076
F00872,Digital Browsers,0.076
F02905,Dormant / At-Risk,0.076
F04770,Dormant / At-Risk,0.076
F04778,Digital Browsers,0.076
F01892,Casual Followers,0.076
F01970,Digital Browsers,0.076
F05144,Digital Browsers,0.076
F00282,Digital Browsers,0.076
F05840,Dormant / At-Risk,0.076
F00317,Casual Followers,0.076
F01994,Digital Browsers,0.076
F04309,Dormant / At-Risk,0.076
F03959,Digital Browsers,0.076
F01753,Casual Followers,0.076
F05621,Dormant / At-Risk,0.076
F02440,Digital Browsers,0.076
F00782,Digital Browsers,0.076
F05618,Digital Browsers,0.076
F03406,Dormant / At-Risk,0.076
F00677,Digital Browsers,0.076
F00693,Digital Browsers,0.076
F00711,Dormant / At-Risk,0.076
F05355,Dormant / At-Risk,0.076
F02322,Dormant / At-Risk,0.076
F01522,Digital Browsers,0.076
F05327,Digital Browsers,0.076
F02474,Digital Browsers,0.076
F00688,Digital Browsers,0.076
F04980,Digital Browsers,0.076
F03227,Dormant / At-Risk,0.076
F03298,Digital Browsers,0.076
F02527,Dormant / At-Risk,0.076
F03104,Dormant / At-Risk,0.076
F04720,Digital Browsers,0.076
F01726,Dormant / At-Risk,0.076
F05122,Dormant / At-Risk,0.076
F01950,Casual Followers,0.076
F01241,Casual Followers,0.076
F02638,Dormant / At-Risk,0.076
F03794,Digital Browsers,0.076
F03800,Digital Browsers,0.076
F03880,Dormant / At-Risk,0.076
F05475,Digital Browsers,0.076
F01205,Digital Browsers,0.076
F01207,Dormant / At-Risk,0.076
F01208,Digital Browsers,0.076
F01172,Digital Browsers,0.076
F04598,Dormant / At-Risk,0.076
F04620,Dormant / At-Risk,0.076
F03402,Digital Browsers,0.076
F03356,Digital Browsers,0.076
F04509,Digital Browsers,0.076
F05047,Dormant / At-Risk,0.076
F05053,Dormant / At-Risk,0.076
F00639,Casual Followers,0.076
F04461,Digital Browsers,0.076
F02239,Dormant / At-Risk,0.076
F03587,Dormant / At-Risk,0.076
F00597,Dormant / At-Risk,0.076
F01590,Digital Browsers,0.076
F02217,Digital Browsers,0.076
F05318,Digital Browsers,0.076
F00568,Digital Browsers,0.076
F00581,Casual Followers,0.076
F02195,Digital Browsers,0.076
F05731,Digital Browsers,0.076
F05806,Digital Browsers,0.076
F03900,Dormant / At-Risk,0.076
F03747,Digital Browsers,0.076
F04407,Digital Browsers,0.076
F03819,Digital Browsers,0.076
F00943,Dormant / At-Risk,0.076
F00334,Digital Browsers,0.076
F01689,Dormant / At-Risk,0.076
F05801,Casual Followers,0.076
F01691,Dormant / At-Risk,0.076
F01663,Digital Browsers,0.076
F05272,Digital Browsers,0.076
F05820,Casual Followers,0.076
F02645,Dormant / At-Risk,0.076
F05527,Casual Followers,0.076
F04871,Dormant / At-Risk,0.076
F02139,Digital Browsers,0.076
F03305,Digital Browsers,0.076
F00897,Dormant / At-Risk,0.076
F03710,Digital Browsers,0.076
F00488,Digital Browsers,0.076
F05275,Dormant / At-Risk,0.076
F02108,Dormant / At-Risk,0.076
F01229,Digital Browsers,0.076
F04907,Dormant / At-Risk,0.076
F01261,Dormant / At-Risk,0.076
F05074,Casual Followers,0.076
F02093,Digital Browsers,0.076
F04696,Dormant / At-Risk,0.076
F03076,Dormant / At-Risk,0.076
F05579,Dormant / At-Risk,0.076
F02657,Casual Followers,0.076
F00475,Digital Browsers,0.076
F05741,Dormant / At-Risk,0.076
F03677,Digital Browsers,0.076
F03684,Casual Followers,0.076
F00544,Dormant / At-Risk,0.076
F05410,Digital Browsers,0.076
F00474,Digital Browsers,0.076
F02167,Dormant / At-Risk,0.076
F02555,Digital Browsers,0.076
F04660,Digital Browsers,0.076
F04880,Dormant / At-Risk,0.076
F04895,Casual Followers,0.076
F00958,Digital Browsers,0.076
F05582,Casual Followers,0.076
F00878,Digital Browsers,0.076
F00917,Digital Browsers,0.076
F02554,Digital Browsers,0.076
F04033,Digital Browsers,0.076
F05217,Casual Followers,0.076
F01740,Digital Browsers,0.076
F04179,Casual Followers,0.076
F05203,Digital Browsers,0.076
F05205,Casual Followers,0.076
F04066,Digital Browsers,0.076
F00136,Dormant / At-Risk,0.076
F04156,Dormant / At-Risk,0.076
F04163,Digital Browsers,0.076
F04037,Digital Browsers,0.076
F03988,Digital Browsers,0.076
F04276,Digital Browsers,0.076
F04065,Digital Browsers,0.076
F05916,Casual Followers,0.076
F05926,Dormant / At-Risk,0.076
F00172,Digital Browsers,0.076
F00001,Casual Followers,0.076
F04060,Digital Browsers,0.076
F00209,Digital Browsers,0.076
F00258,Digital Browsers,0.076
F03916,Digital Browsers,0.076
F00211,Digital Browsers,0.076
F05878,Casual Followers,0.076
F03043,Digital Browsers,0.076
F01920,Digital Browsers,0.076
F01876,Dormant / At-Risk,0.076
F04054,Dormant / At-Risk,0.076
F02812,Digital Browsers,0.076
F01147,Digital Browsers,0.076
F01185,Dormant / At-Risk,0.076
F02879,Casual Followers,0.076
F02982,Digital Browsers,0.076
F01116,Digital Browsers,0.076
F05510,Dormant / At-Risk,0.076
F01137,Digital Browsers,0.076
F02945,Digital Browsers,0.076
F02967,Casual Followers,0.076
F02771,Dormant / At-Risk,0.076
F04216,Dormant / At-Risk,0.075
F05979,Dormant / At-Risk,0.075
F02780,Digital Browsers,0.075
F02984,Dormant / At-Risk,0.075
F03012,Dormant / At-Risk,0.075
F02931,Casual Followers,0.075
F01877,Digital Browsers,0.075
F01841,Dormant / At-Risk,0.075
F01850,Digital Browsers,0.075
F00230,Digital Browsers,0.075
F04127,Dormant / At-Risk,0.075
F04165,Digital Browsers,0.075
F04166,Digital Browsers,0.075
F00074,Dormant / At-Risk,0.075
F00102,Casual Followers,0.075
F04196,Casual Followers,0.075
F04245,Dormant / At-Risk,0.075
F04121,Digital Browsers,0.075
F01908,Dormant / At-Risk,0.075
F01911,Dormant / At-Risk,0.075
F01917,Digital Browsers,0.075
F04020,Digital Browsers,0.075
F01828,Casual Followers,0.075
F05948,Digital Browsers,0.075
F04212,Dormant / At-Risk,0.075
F04674,Casual Followers,0.075
F02590,Dormant / At-Risk,0.075
F03124,Digital Browsers,0.075
F03125,Digital Browsers,0.075
F03174,Casual Followers,0.075
F04661,Dormant / At-Risk,0.075
F01442,Digital Browsers,0.075
F01399,Dormant / At-Risk,0.075
F01387,Digital Browsers,0.075
F00467,Dormant / At-Risk,0.075
F02172,Casual Followers,0.075
F00496,Casual Followers,0.075
F05322,Dormant / At-Risk,0.075
F00542,Digital Browsers,0.075
F05298,Casual Followers,0.075
F03155,Digital Browsers,0.075
F03063,Digital Browsers,0.075
F05559,Casual Followers,0.075
F00985,Dormant / At-Risk,0.075
F02658,Dormant / At-Risk,0.075
F01346,Digital Browsers,0.075
F02120,Casual Followers,0.075
F05297,Digital Browsers,0.075
F05799,Digital Browsers,0.075
F00433,Casual Followers,0.075
F00429,Digital Browsers,0.075
F02143,Casual Followers,0.075
F02148,Dormant / At-Risk,0.075
F05283,Digital Browsers,0.075
F00889,Digital Browsers,0.075
F02526,Digital Browsers,0.075
F02696,Casual Followers,0.075
F04815,Dormant / At-Risk,0.075
F01068,Digital Browsers,0.075
F01077,Dormant / At-Risk,0.075
F02621,Casual Followers,0.075
F02572,Dormant / At-Risk,0.075
F01661,Digital Browsers,0.075
F01681,Casual Followers,0.075
F00379,Dormant / At-Risk,0.075
F00383,Digital Browsers,0.075
F00386,Digital Browsers,0.075
F00410,Digital Browsers,0.075
F00370,Digital Browsers,0.075
F04420,Digital Browsers,0.075
F04347,Dormant / At-Risk,0.075
F00947,Dormant / At-Risk,0.075
F05325,Casual Followers,0.075
F00614,Casual Followers,0.075
F02275,Dormant / At-Risk,0.075
F04505,Dormant / At-Risk,0.075
F04508,Digital Browsers,0.075
F02222,Digital Browsers,0.075
F04641,Casual Followers,0.075
F03337,Dormant / At-Risk,0.075
F03338,Dormant / At-Risk,0.075
F04604,Dormant / At-Risk,0.075
F03367,Casual Followers,0.075
F03268,Dormant / At-Risk,0.075
F03343,Digital Browsers,0.075
F05468,Casual Followers,0.075
F01197,Dormant / At-Risk,0.075
F01177,Dormant / At-Risk,0.075
F02642,Casual Followers,0.075
F03892,Casual Followers,0.075
F01718,Digital Browsers,0.075
F02017,Digital Browsers,0.075
F02050,Digital Browsers,0.075
F01953,Digital Browsers,0.075
F05245,Dormant / At-Risk,0.075
F01037,Dormant / At-Risk,0.075
F01039,Dormant / At-Risk,0.075
F01046,Digital Browsers,0.075
F03147,Digital Browsers,0.075
F04740,Dormant / At-Risk,0.075
F05542,Dormant / At-Risk,0.075
F05523,Dormant / At-Risk,0.075
F04630,Digital Browsers,0.075
F03221,Digital Browsers,0.075
F03293,Digital Browsers,0.075
F04967,Dormant / At-Risk,0.075
F02349,Dormant / At-Risk,0.075
F02472,Dormant / At-Risk,0.075
F00736,Digital Browsers,0.075
F05699,Digital Browsers,0.075
F04979,Casual Followers,0.075
F03490,Digital Browsers,0.075
F04975,Casual Followers,0.075
F02356,Digital Browsers,0.075
F02394,Digital Browsers,0.075
F02454,Digital Browsers,0.075
F04139,Dormant / At-Risk,0.075
F03997,Digital Browsers,0.075
F04001,Dormant / At-Risk,0.075
F03948,Digital Browsers,0.075
F01745,Dormant / At-Risk,0.075
F00324,Dormant / At-Risk,0.075
F00275,Digital Browsers,0.075
F05860,Digital Browsers,0.075
F05155,Digital Browsers,0.075
F00311,Dormant / At-Risk,0.075
F04360,Dormant / At-Risk,0.075
F02021,Dormant / At-Risk,0.075
F01974,Dormant / At-Risk,0.075
F05151,Dormant / At-Risk,0.075
F02909,Dormant / At-Risk,0.075
F04751,Digital Browsers,0.075
F02862,Digital Browsers,0.075
F02873,Digital Browsers,0.075
F05463,Dormant / At-Risk,0.075
F03286,Dormant / At-Risk,0.075
F00861,Dormant / At-Risk,0.075
F00863,Casual Followers,0.075
F00819,Dormant / At-Risk,0.075
F00771,Digital Browsers,0.075
F03521,Digital Browsers,0.075
F04607,Digital Browsers,0.075
F05384,Digital Browsers,0.075
F04579,Dormant / At-Risk,0.075
F01453,Digital Browsers,0.075
F04981,Digital Browsers,0.075
F02286,Casual Followers,0.075
F00162,Dormant / At-Risk,0.075
F05967,Dormant / At-Risk,0.075
F00174,Dormant / At-Risk,0.075
F05913,Digital Browsers,0.075
F01103,Digital Browsers,0.075
F01820,Digital Browsers,0.075
F01864,Casual Followers,0.075
F01807,Digital Browsers,0.074
F01776,Digital Browsers,0.074
F05223,Digital Browsers,0.074
F04095,Casual Followers,0.074
F01960,Dormant / At-Risk,0.074
F04207,Digital Browsers,0.074
F05937,Dormant / At-Risk,0.074
F04049,Digital Browsers,0.074
F01472,Dormant / At-Risk,0.074
F00016,Digital Browsers,0.074
F04984,Dormant / At-Risk,0.074
F00165,Dormant / At-Risk,0.074
F00089,Dormant / At-Risk,0.074
F02342,Digital Browsers,0.074
F05632,Casual Followers,0.074
F00843,Digital Browsers,0.074
F03460,Digital Browsers,0.074
F02382,Digital Browsers,0.074
F02363,Digital Browsers,0.074
F02367,Dormant / At-Risk,0.074
F05007,Casual Followers,0.074
F00756,Casual Followers,0.074
F00761,Casual Followers,0.074
F00774,Digital Browsers,0.074
F05669,Dormant / At-Risk,0.074
F03279,Digital Browsers,0.074
F03385,Digital Browsers,0.074
F00801,Digital Browsers,0.074
F04583,Digital Browsers,0.074
F05350,Dormant / At-Risk,0.074
F02340,Dormant / At-Risk,0.074
F00871,Digital Browsers,0.074
F02211,Digital Browsers,0.074
F05768,Digital Browsers,0.074
F00495,Digital Browsers,0.074
F00492,Dormant / At-Risk,0.074
F00471,Digital Browsers,0.074
F01327,Digital Browsers,0.074
F05599,Casual Followers,0.074
F03707,Dormant / At-Risk,0.074
F03629,Digital Browsers,0.074
F02138,Digital Browsers,0.074
F00928,Dormant / At-Risk,0.074
F00463,Digital Browsers,0.074
F01436,Casual Followers,0.074
F01635,Casual Followers,0.074
F02174,Digital Browsers,0.074
F05051,Casual Followers,0.074
F05726,Casual Followers,0.074
F05714,Casual Followers,0.074
F03562,Digital Browsers,0.074
F02238,Dormant / At-Risk,0.074
F05057,Dormant / At-Risk,0.074
F03187,Dormant / At-Risk,0.074
F04908,Digital Browsers,0.074
F02503,Dormant / At-Risk,0.074
F02465,Casual Followers,0.074
F03498,Dormant / At-Risk,0.074
F04531,Dormant / At-Risk,0.074
F02333,Casual Followers,0.074
F02304,Digital Browsers,0.074
F03837,Digital Browsers,0.074
F03847,Digital Browsers,0.074
F03879,Casual Followers,0.074
F04366,Dormant / At-Risk,0.074
F03913,Dormant / At-Risk,0.074
F03793,Dormant / At-Risk,0.074
F03942,Dormant / At-Risk,0.074
F03941,Digital Browsers,0.074
F01250,Digital Browsers,0.074
F01252,Digital Browsers,0.074
F02641,Digital Browsers,0.074
F03086,Digital Browsers,0.074
F02851,Casual Followers,0.074
F02764,Digital Browsers,0.074
F02826,Digital Browsers,0.074
F01171,Dormant / At-Risk,0.074
F04361,Digital Browsers,0.074
F05862,Dormant / At-Risk,0.074
F00297,Digital Browsers,0.074
F05139,Digital Browsers,0.074
F02859,Dormant / At-Risk,0.074
F01992,Digital Browsers,0.074
F05140,Dormant / At-Risk,0.074
F01890,Digital Browsers,0.074
F03018,Digital Browsers,0.074
F00267,Casual Followers,0.074
F05164,Digital Browsers,0.074
F05883,Digital Browsers,0.074
F04267,Digital Browsers,0.074
F01757,Digital Browsers,0.074
F03996,Digital Browsers,0.074
F03995,Casual Followers,0.074
F04804,Digital Browsers,0.074
F05511,Digital Browsers,0.074
F02954,Casual Followers,0.074
F01110,Casual Followers,0.074
F00019,Digital Browsers,0.074
F01616,Casual Followers,0.074
F02632,Digital Browsers,0.074
F02684,Digital Browsers,0.074
F05249,Casual Followers,0.074
F05252,Digital Browsers,0.074
F05128,Digital Browsers,0.074
F05259,Casual Followers,0.074
F03094,Digital Browsers,0.074
F03111,Digital Browsers,0.074
F01942,Digital Browsers,0.074
F01086,Digital Browsers,0.074
F05834,Digital Browsers,0.074
F02668,Casual Followers,0.074
F02611,Digital Browsers,0.074
F01304,Digital Browsers,0.074
F02663,Casual Followers,0.074
F04354,Digital Browsers,0.074
F04675,Digital Browsers,0.074
F05563,Casual Followers,0.074
F01351,Digital Browsers,0.074
F05091,Dormant / At-Risk,0.074
F04898,Casual Followers,0.074
F05096,Dormant / At-Risk,0.074
F05777,Digital Browsers,0.074
F05786,Digital Browsers,0.074
F00436,Digital Browsers,0.074
F00431,Digital Browsers,0.074
F01188,Digital Browsers,0.074
F04220,Digital Browsers,0.074
F00882,Casual Followers,0.073
F00886,Casual Followers,0.073
F00933,Casual Followers,0.073
F02206,Casual Followers,0.073
F05408,Digital Browsers,0.073
F01338,Dormant / At-Risk,0.073
F02202,Casual Followers,0.073
F01594,Dormant / At-Risk,0.073
F01639,Digital Browsers,0.073
F05030,Digital Browsers,0.073
F03639,Casual Followers,0.073
F04478,Digital Browsers,0.073
F00529,Casual Followers,0.073
F03751,Digital Browsers,0.073
F01578,Dormant / At-Risk,0.073
F03612,Casual Followers,0.073
F03213,Casual Followers,0.073
F00621,Digital Browsers,0.073
F00674,Casual Followers,0.073
F02320,Digital Browsers,0.073
F03446,Casual Followers,0.073
F03570,Digital Browsers,0.073
F02176,Digital Browsers,0.073
F01371,Digital Browsers,0.073
F03347,Digital Browsers,0.073
F03315,Casual Followers,0.073
F03327,Casual Followers,0.073
F04492,Digital Browsers,0.073
F00607,Digital Browsers,0.073
F03632,Dormant / At-Risk,0.073
F04550,Digital Browsers,0.073
F03185,Digital Browsers,0.073
F03301,Digital Browsers,0.073
F02297,Digital Browsers,0.073
F05907,Digital Browsers,0.073
F00148,Dormant / At-Risk,0.073
F00154,Digital Browsers,0.073
F04990,Digital Browsers,0.073
F00198,Digital Browsers,0.073
F00178,Digital Browsers,0.073
F04153,Dormant / At-Risk,0.073
F05957,Digital Browsers,0.073
F00062,Digital Browsers,0.073
F01902,Casual Followers,0.073
F04150,Digital Browsers,0.073
F00118,Digital Browsers,0.073
F01473,Casual Followers,0.073
F01467,Digital Browsers,0.073
F05663,Casual Followers,0.073
F01474,Casual Followers,0.073
F00796,Digital Browsers,0.073
F05370,Dormant / At-Risk,0.073
F03383,Digital Browsers,0.073
F05646,Digital Browsers,0.073
F04618,Digital Browsers,0.073
F05668,Dormant / At-Risk,0.073
F03465,Digital Browsers,0.073
F02200,Digital Browsers,0.073
F01554,Digital Browsers,0.073
F01536,Casual Followers,0.073
F02300,Digital Browsers,0.073
F02303,Digital Browsers,0.073
F02151,Digital Browsers,0.073
F04441,Casual Followers,0.073
F02080,Digital Browsers,0.073
F02035,Digital Browsers,0.073
F05521,Casual Followers,0.073
F01717,Digital Browsers,0.073
F05248,Digital Browsers,0.073
F01043,Digital Browsers,0.073
F01679,Digital Browsers,0.073
F02008,Dormant / At-Risk,0.073
F05835,Digital Browsers,0.073
F03730,Casual Followers,0.073
F00412,Casual Followers,0.073
F04875,Digital Browsers,0.073
F02625,Digital Browsers,0.073
F02714,Digital Browsers,0.073
F03769,Digital Browsers,0.073
F00413,Casual Followers,0.073
F05072,Digital Browsers,0.073
F05087,Digital Browsers,0.073
F00443,Casual Followers,0.073
F00487,Casual Followers,0.073
F01284,Digital Browsers,0.073
F01269,Dormant / At-Risk,0.073
F03102,Casual Followers,0.073
F01234,Digital Browsers,0.073
F01310,Digital Browsers,0.073
F01301,Digital Browsers,0.073
F03170,Digital Browsers,0.073
F03149,Casual Followers,0.073
F03207,Digital Browsers,0.073
F03895,Digital Browsers,0.073
F00454,Dormant / At-Risk,0.073
F05779,Dormant / At-Risk,0.073
F03688,Casual Followers,0.073
F02553,Casual Followers,0.073
F02550,Casual Followers,0.073
F05539,Dormant / At-Risk,0.073
F01089,Digital Browsers,0.073
F05469,Casual Followers,0.073
F00300,Casual Followers,0.073
F01226,Casual Followers,0.073
F04762,Digital Browsers,0.073
F02869,Dormant / At-Risk,0.073
F04369,Digital Browsers,0.073
F03841,Digital Browsers,0.073
F03838,Dormant / At-Risk,0.073
F04241,Digital Browsers,0.073
F05886,Digital Browsers,0.073
F00225,Casual Followers,0.073
F00243,Casual Followers,0.073
F05871,Dormant / At-Risk,0.073
F03978,Casual Followers,0.073
F04310,Digital Browsers,0.073
F04311,Digital Browsers,0.073
F03974,Digital Browsers,0.073
F01195,Digital Browsers,0.073
F04809,Casual Followers,0.073
F02959,Digital Browsers,0.073
F02930,Casual Followers,0.073
F01926,Digital Browsers,0.073
F01928,Digital Browsers,0.073
F02947,Digital Browsers,0.073
F00031,Digital Browsers,0.073
F01825,Dormant / At-Risk,0.072
F01810,Digital Browsers,0.072
F05526,Digital Browsers,0.072
F00305,Casual Followers,0.072
F01794,Digital Browsers,0.072
F04287,Digital Browsers,0.072
F05836,Digital Browsers,0.072
F05847,Digital Browsers,0.072
F04007,Casual Followers,0.072
F02032,Casual Followers,0.072
F04005,Dormant / At-Risk,0.072
F00272,Digital Browsers,0.072
F00355,Digital Browsers,0.072
F00359,Casual Followers,0.072
F00280,Digital Browsers,0.072
F01986,Casual Followers,0.072
F01985,Digital Browsers,0.072
F04692,Digital Browsers,0.072
F04385,Digital Browsers,0.072
F04355,Casual Followers,0.072
F03893,Casual Followers,0.072
F03890,Dormant / At-Risk,0.072
F05817,Casual Followers,0.072
F02013,Digital Browsers,0.072
F04375,Casual Followers,0.072
F04384,Digital Browsers,0.072
F01211,Casual Followers,0.072
F01218,Dormant / At-Risk,0.072
F01243,Digital Browsers,0.072
F02915,Digital Browsers,0.072
F05518,Digital Browsers,0.072
F01253,Digital Browsers,0.072
F03092,Casual Followers,0.072
F05528,Dormant / At-Risk,0.072
F01692,Digital Browsers,0.072
F00957,Casual Followers,0.072
F02601,Digital Browsers,0.072
F02511,Digital Browsers,0.072
F05414,Casual Followers,0.072
F00916,Digital Browsers,0.072
F00900,Dormant / At-Risk,0.072
F03128,Dormant / At-Risk,0.072
F03153,Digital Browsers,0.072
F05576,Digital Browsers,0.072
F02709,Dormant / At-Risk,0.072
F04870,Digital Browsers,0.072
F02605,Digital Browsers,0.072
F02661,Casual Followers,0.072
F03075,Dormant / At-Risk,0.072
F03028,Casual Followers,0.072
F02011,Casual Followers,0.072
F05828,Casual Followers,0.072
F03835,Digital Browsers,0.072
F03779,Digital Browsers,0.072
F02820,Casual Followers,0.072
F04787,Digital Browsers,0.072
F05488,Digital Browsers,0.072
F00222,Casual Followers,0.072
F04324,Digital Browsers,0.072
F01849,Digital Browsers,0.072
F03019,Digital Browsers,0.072
F05884,Digital Browsers,0.072
F04239,Dormant / At-Risk,0.072
F04109,Casual Followers,0.072
F02283,Digital Browsers,0.072
F01562,Casual Followers,0.072
F02419,Casual Followers,0.072
F01428,Digital Browsers,0.072
F04936,Casual Followers,0.072
F05416,Digital Browsers,0.072
F01363,Casual Followers,0.072
F05018,Casual Followers,0.072
F02244,Digital Browsers,0.072
F05662,Casual Followers,0.072
F00566,Casual Followers,0.072
F00611,Casual Followers,0.072
F01521,Casual Followers,0.072
F05012,Dormant / At-Risk,0.072
F03593,Digital Browsers,0.072
F03584,Digital Browsers,0.072
F04497,Casual Followers,0.072
F04944,Digital Browsers,0.072
F01630,Digital Browsers,0.072
F05098,Digital Browsers,0.072
F05305,Casual Followers,0.072
F04481,Digital Browsers,0.072
F05750,Casual Followers,0.072
F00505,Digital Browsers,0.072
F00439,Digital Browsers,0.072
F01586,Digital Browsers,0.072
F04448,Dormant / At-Risk,0.072
F02101,Casual Followers,0.072
F05293,Dormant / At-Risk,0.072
F04446,Digital Browsers,0.072
F03672,Digital Browsers,0.072
F02146,Digital Browsers,0.072
F01688,Casual Followers,0.072
F03662,Digital Browsers,0.072
F04747,Digital Browsers,0.072
F04277,Digital Browsers,0.072
F04238,Casual Followers,0.072
F03451,Digital Browsers,0.072
F04526,Casual Followers,0.072
F03994,Digital Browsers,0.072
F01465,Casual Followers,0.072
F05381,Digital Browsers,0.072
F01504,Digital Browsers,0.072
F03488,Digital Browsers,0.072
F02434,Digital Browsers,0.072
F05635,Casual Followers,0.072
F01162,Casual Followers,0.072
F04757,Casual Followers,0.072
F04776,Digital Browsers,0.072
F02990,Digital Browsers,0.072
F01138,Casual Followers,0.072
F03477,Digital Browsers,0.072
F03493,Digital Browsers,0.072
F03395,Digital Browsers,0.072
F05671,Digital Browsers,0.072
F05379,Digital Browsers,0.072
F03419,Casual Followers,0.072
F02598,Digital Browsers,0.071
F00981,Digital Browsers,0.071
F04851,Digital Browsers,0.071
F05450,Casual Followers,0.071
F00974,Digital Browsers,0.071
F02581,Casual Followers,0.071
F00921,Digital Browsers,0.071
F00934,Digital Browsers,0.071
F00968,Dormant / At-Risk,0.071
F00061,Dormant / At-Risk,0.071
F00131,Digital Browsers,0.071
F00094,Casual Followers,0.071
F00083,Casual Followers,0.071
F05156,Digital Browsers,0.071
F04050,Casual Followers,0.071
F00191,Digital Browsers,0.071
F05207,Digital Browsers,0.071
F00036,Casual Followers,0.071
F05901,Casual Followers,0.071
F00119,Casual Followers,0.071
F00072,Digital Browsers,0.071
F02649,Casual Followers,0.071
F04862,Digital Browsers,0.071
F04873,Casual Followers,0.071
F02622,Digital Browsers,0.071
F02768,Dormant / At-Risk,0.071
F02897,Digital Browsers,0.071
F01174,Casual Followers,0.071
F04368,Digital Browsers,0.071
F00395,Casual Followers,0.071
F02669,Casual Followers,0.071
F02671,Digital Browsers,0.071
F05470,Casual Followers,0.071
F04421,Digital Browsers,0.071
F03911,Casual Followers,0.071
F03881,Casual Followers,0.071
F05210,Dormant / At-Risk,0.071
F00197,Casual Followers,0.071
F01837,Dormant / At-Risk,0.071
F01731,Digital Browsers,0.071
F05242,Digital Browsers,0.071
F01652,Casual Followers,0.071
